case,act,time
461,N,20200422T0908
461,L,20200422T0909
461,O,20200422T0910
461,G,20200422T0911
461,D,20200422T0912
461,A,20200422T0913
461,P,20200422T0914
461,J,20200422T0915
461,H,20200422T0916
461,A,20200422T0917
461,E,20200422T0918
461,P,20200422T0919
461,G,20200422T0920
461,K,20200422T0921
461,B,20200422T0922
461,K,20200422T0923
461,E,20200422T0924
461,K,20200422T0925
461,B,20200422T0926
462,M,20200422T0900
462,M,20200422T0901
462,M,20200422T0902
462,D,20200422T0903
462,L,20200422T0904
462,I,20200422T0905
462,B,20200422T0906
462,A,20200422T0907
462,N,20200422T0908
462,L,20200422T0909
462,O,20200422T0910
462,G,20200422T0911
462,D,20200422T0912
462,A,20200422T0913
462,P,20200422T0914
462,J,20200422T0915
462,H,20200422T0916
462,A,20200422T0917
462,E,20200422T0918
462,P,20200422T0919
462,G,20200422T0920
462,K,20200422T0921
462,B,20200422T0922
462,K,20200422T0923
462,E,20200422T0924
462,K,20200422T0925
462,B,20200422T0926
463,M,20200422T0900
463,M,20200422T0901
463,M,20200422T0902
463,D,20200422T0903
463,L,20200422T0904
463,I,20200422T0905
463,B,20200422T0906
463,A,20200422T0907
463,N,20200422T0908
463,L,20200422T0909
463,O,20200422T0910
463,G,20200422T0911
463,D,20200422T0912
463,A,20200422T0913
463,P,20200422T0914
463,J,20200422T0915
463,H,20200422T0916
463,A,20200422T0917
463,E,20200422T0918
463,P,20200422T0919
463,G,20200422T0920
463,K,20200422T0921
463,B,20200422T0922
463,K,20200422T0923
463,E,20200422T0924
463,K,20200422T0925
463,B,20200422T0926
464,M,20200422T0900
464,M,20200422T0901
464,M,20200422T0902
464,D,20200422T0903
464,L,20200422T0904
464,I,20200422T0905
464,B,20200422T0906
464,A,20200422T0907
464,N,20200422T0908
464,L,20200422T0909
464,O,20200422T0910
464,G,20200422T0911
464,D,20200422T0912
464,A,20200422T0913
464,P,20200422T0914
464,J,20200422T0915
464,H,20200422T0916
464,A,20200422T0917
464,E,20200422T0918
464,P,20200422T0919
464,G,20200422T0920
464,K,20200422T0921
464,B,20200422T0922
464,K,20200422T0923
464,E,20200422T0924
464,K,20200422T0925
464,B,20200422T0926
465,M,20200422T0900
465,M,20200422T0901
465,M,20200422T0902
465,D,20200422T0903
465,L,20200422T0904
465,I,20200422T0905
465,B,20200422T0906
465,A,20200422T0907
465,N,20200422T0908
465,L,20200422T0909
465,O,20200422T0910
465,G,20200422T0911
465,D,20200422T0912
465,A,20200422T0913
465,P,20200422T0914
465,J,20200422T0915
465,H,20200422T0916
465,A,20200422T0917
465,E,20200422T0918
465,P,20200422T0919
465,G,20200422T0920
465,K,20200422T0921
465,B,20200422T0922
465,K,20200422T0923
465,E,20200422T0924
465,K,20200422T0925
465,B,20200422T0926
466,M,20200422T0900
466,M,20200422T0901
466,M,20200422T0902
466,D,20200422T0903
466,L,20200422T0904
466,I,20200422T0905
466,B,20200422T0906
466,A,20200422T0907
466,N,20200422T0908
466,L,20200422T0909
466,O,20200422T0910
466,G,20200422T0911
466,D,20200422T0912
466,A,20200422T0913
466,P,20200422T0914
466,J,20200422T0915
466,H,20200422T0916
466,A,20200422T0917
466,E,20200422T0918
466,P,20200422T0919
466,G,20200422T0920
466,K,20200422T0921
466,B,20200422T0922
466,K,20200422T0923
466,E,20200422T0924
466,K,20200422T0925
466,B,20200422T0926
467,M,20200422T0900
467,M,20200422T0901
467,M,20200422T0902
467,D,20200422T0903
467,L,20200422T0904
467,I,20200422T0905
467,B,20200422T0906
467,A,20200422T0907
467,N,20200422T0908
467,L,20200422T0909
467,O,20200422T0910
467,G,20200422T0911
467,D,20200422T0912
467,A,20200422T0913
467,P,20200422T0914
467,J,20200422T0915
467,H,20200422T0916
467,A,20200422T0917
467,E,20200422T0918
467,P,20200422T0919
467,G,20200422T0920
467,K,20200422T0921
467,B,20200422T0922
467,K,20200422T0923
467,E,20200422T0924
467,K,20200422T0925
467,B,20200422T0926
468,M,20200422T0900
468,M,20200422T0901
468,M,20200422T0902
468,D,20200422T0903
468,L,20200422T0904
468,I,20200422T0905
468,B,20200422T0906
468,A,20200422T0907
468,N,20200422T0908
468,L,20200422T0909
468,O,20200422T0910
468,G,20200422T0911
468,D,20200422T0912
468,A,20200422T0913
468,P,20200422T0914
468,J,20200422T0915
468,H,20200422T0916
468,A,20200422T0917
468,E,20200422T0918
468,P,20200422T0919
468,G,20200422T0920
468,K,20200422T0921
468,B,20200422T0922
468,K,20200422T0923
468,E,20200422T0924
468,K,20200422T0925
468,B,20200422T0926
469,M,20200422T0900
469,M,20200422T0901
469,M,20200422T0902
469,D,20200422T0903
469,L,20200422T0904
469,I,20200422T0905
469,B,20200422T0906
469,A,20200422T0907
469,N,20200422T0908
469,L,20200422T0909
469,O,20200422T0910
469,G,20200422T0911
469,D,20200422T0912
469,A,20200422T0913
469,P,20200422T0914
469,J,20200422T0915
469,H,20200422T0916
469,A,20200422T0917
469,E,20200422T0918
469,P,20200422T0919
469,G,20200422T0920
469,K,20200422T0921
469,B,20200422T0922
469,K,20200422T0923
469,E,20200422T0924
469,K,20200422T0925
469,B,20200422T0926
470,M,20200422T0900
470,M,20200422T0901
470,M,20200422T0902
470,D,20200422T0903
470,L,20200422T0904
470,I,20200422T0905
470,B,20200422T0906
470,A,20200422T0907
470,N,20200422T0908
470,L,20200422T0909
470,O,20200422T0910
470,G,20200422T0911
470,D,20200422T0912
470,A,20200422T0913
470,P,20200422T0914
470,J,20200422T0915
470,H,20200422T0916
470,A,20200422T0917
470,E,20200422T0918
470,P,20200422T0919
470,G,20200422T0920
470,K,20200422T0921
470,B,20200422T0922
470,K,20200422T0923
470,E,20200422T0924
470,K,20200422T0925
470,B,20200422T0926
471,M,20200422T0900
471,M,20200422T0901
471,M,20200422T0902
471,D,20200422T0903
471,L,20200422T0904
471,I,20200422T0905
471,B,20200422T0906
471,A,20200422T0907
471,N,20200422T0908
471,L,20200422T0909
471,O,20200422T0910
471,G,20200422T0911
471,D,20200422T0912
471,A,20200422T0913
471,P,20200422T0914
471,J,20200422T0915
471,H,20200422T0916
471,A,20200422T0917
471,E,20200422T0918
471,P,20200422T0919
471,G,20200422T0920
471,K,20200422T0921
471,B,20200422T0922
471,K,20200422T0923
471,E,20200422T0924
471,K,20200422T0925
471,B,20200422T0926
472,M,20200422T0900
472,M,20200422T0901
472,M,20200422T0902
472,D,20200422T0903
472,L,20200422T0904
472,I,20200422T0905
472,B,20200422T0906
472,A,20200422T0907
472,N,20200422T0908
472,L,20200422T0909
472,O,20200422T0910
472,G,20200422T0911
472,D,20200422T0912
472,A,20200422T0913
472,P,20200422T0914
472,J,20200422T0915
472,H,20200422T0916
472,A,20200422T0917
472,E,20200422T0918
472,P,20200422T0919
472,G,20200422T0920
472,K,20200422T0921
472,B,20200422T0922
472,K,20200422T0923
472,E,20200422T0924
472,K,20200422T0925
472,B,20200422T0926
473,M,20200422T0900
473,M,20200422T0901
473,M,20200422T0902
473,D,20200422T0903
473,L,20200422T0904
473,I,20200422T0905
473,B,20200422T0906
473,A,20200422T0907
473,N,20200422T0908
473,L,20200422T0909
473,O,20200422T0910
473,G,20200422T0911
473,D,20200422T0912
473,A,20200422T0913
473,P,20200422T0914
473,J,20200422T0915
473,H,20200422T0916
473,A,20200422T0917
473,E,20200422T0918
473,P,20200422T0919
473,G,20200422T0920
473,K,20200422T0921
473,B,20200422T0922
473,K,20200422T0923
473,E,20200422T0924
473,K,20200422T0925
473,B,20200422T0926
474,M,20200422T0900
474,M,20200422T0901
474,M,20200422T0902
474,D,20200422T0903
474,L,20200422T0904
474,I,20200422T0905
474,B,20200422T0906
474,A,20200422T0907
474,N,20200422T0908
474,L,20200422T0909
474,O,20200422T0910
474,G,20200422T0911
474,D,20200422T0912
474,A,20200422T0913
474,P,20200422T0914
474,J,20200422T0915
474,H,20200422T0916
474,A,20200422T0917
474,E,20200422T0918
474,P,20200422T0919
474,G,20200422T0920
474,K,20200422T0921
474,B,20200422T0922
474,K,20200422T0923
474,E,20200422T0924
474,K,20200422T0925
474,B,20200422T0926
475,M,20200422T0900
475,M,20200422T0901
475,M,20200422T0902
475,D,20200422T0903
475,L,20200422T0904
475,I,20200422T0905
475,B,20200422T0906
475,A,20200422T0907
475,N,20200422T0908
475,L,20200422T0909
475,O,20200422T0910
475,G,20200422T0911
475,D,20200422T0912
475,A,20200422T0913
475,P,20200422T0914
475,J,20200422T0915
475,H,20200422T0916
475,A,20200422T0917
475,E,20200422T0918
475,P,20200422T0919
475,G,20200422T0920
475,K,20200422T0921
475,B,20200422T0922
475,K,20200422T0923
475,E,20200422T0924
475,K,20200422T0925
475,B,20200422T0926
476,M,20200422T0900
476,M,20200422T0901
476,M,20200422T0902
476,D,20200422T0903
476,L,20200422T0904
476,I,20200422T0905
476,B,20200422T0906
476,A,20200422T0907
476,N,20200422T0908
476,L,20200422T0909
476,O,20200422T0910
476,G,20200422T0911
476,D,20200422T0912
476,A,20200422T0913
476,P,20200422T0914
476,J,20200422T0915
476,H,20200422T0916
476,A,20200422T0917
476,E,20200422T0918
476,P,20200422T0919
476,G,20200422T0920
476,K,20200422T0921
476,B,20200422T0922
476,K,20200422T0923
476,E,20200422T0924
476,K,20200422T0925
476,B,20200422T0926
477,M,20200422T0900
477,M,20200422T0901
477,M,20200422T0902
477,D,20200422T0903
477,L,20200422T0904
477,I,20200422T0905
477,B,20200422T0906
477,A,20200422T0907
477,N,20200422T0908
477,L,20200422T0909
477,O,20200422T0910
477,G,20200422T0911
477,D,20200422T0912
477,A,20200422T0913
477,P,20200422T0914
477,J,20200422T0915
477,H,20200422T0916
477,A,20200422T0917
477,E,20200422T0918
477,P,20200422T0919
477,G,20200422T0920
477,K,20200422T0921
477,B,20200422T0922
477,K,20200422T0923
477,E,20200422T0924
477,K,20200422T0925
477,B,20200422T0926
478,M,20200422T0900
478,M,20200422T0901
478,M,20200422T0902
478,D,20200422T0903
478,L,20200422T0904
478,I,20200422T0905
478,B,20200422T0906
478,A,20200422T0907
478,N,20200422T0908
478,L,20200422T0909
478,O,20200422T0910
478,G,20200422T0911
478,D,20200422T0912
478,A,20200422T0913
478,P,20200422T0914
478,J,20200422T0915
478,H,20200422T0916
478,A,20200422T0917
478,E,20200422T0918
478,P,20200422T0919
478,G,20200422T0920
478,K,20200422T0921
478,B,20200422T0922
478,K,20200422T0923
478,E,20200422T0924
478,K,20200422T0925
478,B,20200422T0926
479,M,20200422T0900
479,M,20200422T0901
479,M,20200422T0902
479,D,20200422T0903
479,L,20200422T0904
479,I,20200422T0905
479,B,20200422T0906
479,A,20200422T0907
479,N,20200422T0908
479,L,20200422T0909
479,O,20200422T0910
479,G,20200422T0911
479,D,20200422T0912
479,A,20200422T0913
479,P,20200422T0914
479,J,20200422T0915
479,H,20200422T0916
479,A,20200422T0917
479,E,20200422T0918
479,P,20200422T0919
479,G,20200422T0920
479,K,20200422T0921
479,B,20200422T0922
479,K,20200422T0923
479,E,20200422T0924
479,K,20200422T0925
479,B,20200422T0926
480,M,20200422T0900
480,M,20200422T0901
480,M,20200422T0902
480,D,20200422T0903
480,L,20200422T0904
480,I,20200422T0905
480,B,20200422T0906
480,A,20200422T0907
480,N,20200422T0908
480,L,20200422T0909
480,O,20200422T0910
480,G,20200422T0911
480,D,20200422T0912
480,A,20200422T0913
480,P,20200422T0914
480,J,20200422T0915
480,H,20200422T0916
480,A,20200422T0917
480,E,20200422T0918
480,P,20200422T0919
480,G,20200422T0920
480,K,20200422T0921
480,B,20200422T0922
480,K,20200422T0923
480,E,20200422T0924
480,K,20200422T0925
480,B,20200422T0926
481,M,20200422T0900
481,M,20200422T0901
481,M,20200422T0902
481,D,20200422T0903
481,L,20200422T0904
481,I,20200422T0905
481,B,20200422T0906
481,A,20200422T0907
481,N,20200422T0908
481,L,20200422T0909
481,O,20200422T0910
481,G,20200422T0911
481,D,20200422T0912
481,A,20200422T0913
481,P,20200422T0914
481,J,20200422T0915
481,H,20200422T0916
481,A,20200422T0917
481,E,20200422T0918
481,P,20200422T0919
481,G,20200422T0920
481,K,20200422T0921
481,B,20200422T0922
481,K,20200422T0923
481,E,20200422T0924
481,K,20200422T0925
481,B,20200422T0926
482,M,20200422T0900
482,M,20200422T0901
482,M,20200422T0902
482,D,20200422T0903
482,L,20200422T0904
482,I,20200422T0905
482,B,20200422T0906
482,A,20200422T0907
482,N,20200422T0908
482,L,20200422T0909
482,O,20200422T0910
482,G,20200422T0911
482,D,20200422T0912
482,A,20200422T0913
482,P,20200422T0914
482,J,20200422T0915
482,H,20200422T0916
482,A,20200422T0917
482,E,20200422T0918
482,P,20200422T0919
482,G,20200422T0920
482,K,20200422T0921
482,B,20200422T0922
482,K,20200422T0923
482,E,20200422T0924
482,K,20200422T0925
482,B,20200422T0926
483,M,20200422T0900
483,M,20200422T0901
483,M,20200422T0902
483,D,20200422T0903
483,L,20200422T0904
483,I,20200422T0905
483,B,20200422T0906
483,A,20200422T0907
483,N,20200422T0908
483,L,20200422T0909
483,O,20200422T0910
483,G,20200422T0911
483,D,20200422T0912
483,A,20200422T0913
483,P,20200422T0914
483,J,20200422T0915
483,H,20200422T0916
483,A,20200422T0917
483,E,20200422T0918
483,P,20200422T0919
483,G,20200422T0920
483,K,20200422T0921
483,B,20200422T0922
483,K,20200422T0923
483,E,20200422T0924
483,K,20200422T0925
483,B,20200422T0926
484,M,20200422T0900
484,M,20200422T0901
484,M,20200422T0902
484,D,20200422T0903
484,L,20200422T0904
484,I,20200422T0905
484,B,20200422T0906
484,A,20200422T0907
484,N,20200422T0908
484,L,20200422T0909
484,O,20200422T0910
484,G,20200422T0911
484,D,20200422T0912
484,A,20200422T0913
484,P,20200422T0914
484,J,20200422T0915
484,H,20200422T0916
484,A,20200422T0917
484,E,20200422T0918
484,P,20200422T0919
484,G,20200422T0920
484,K,20200422T0921
484,B,20200422T0922
484,K,20200422T0923
484,E,20200422T0924
484,K,20200422T0925
484,B,20200422T0926
485,M,20200422T0900
485,M,20200422T0901
485,M,20200422T0902
485,D,20200422T0903
485,L,20200422T0904
485,I,20200422T0905
485,B,20200422T0906
485,A,20200422T0907
485,N,20200422T0908
485,L,20200422T0909
485,O,20200422T0910
485,G,20200422T0911
485,D,20200422T0912
485,A,20200422T0913
485,P,20200422T0914
485,J,20200422T0915
485,H,20200422T0916
485,A,20200422T0917
485,E,20200422T0918
485,P,20200422T0919
485,G,20200422T0920
485,K,20200422T0921
485,B,20200422T0922
485,K,20200422T0923
485,E,20200422T0924
485,K,20200422T0925
485,B,20200422T0926
486,M,20200422T0900
486,M,20200422T0901
486,M,20200422T0902
486,D,20200422T0903
486,L,20200422T0904
486,I,20200422T0905
486,B,20200422T0906
486,A,20200422T0907
486,N,20200422T0908
486,L,20200422T0909
486,O,20200422T0910
486,G,20200422T0911
486,D,20200422T0912
486,A,20200422T0913
486,P,20200422T0914
486,J,20200422T0915
486,H,20200422T0916
486,A,20200422T0917
486,E,20200422T0918
486,P,20200422T0919
486,G,20200422T0920
486,K,20200422T0921
486,B,20200422T0922
486,K,20200422T0923
486,E,20200422T0924
486,K,20200422T0925
486,B,20200422T0926
487,M,20200422T0900
487,M,20200422T0901
487,M,20200422T0902
487,D,20200422T0903
487,L,20200422T0904
487,I,20200422T0905
487,B,20200422T0906
487,A,20200422T0907
487,N,20200422T0908
487,L,20200422T0909
487,O,20200422T0910
487,G,20200422T0911
487,D,20200422T0912
487,A,20200422T0913
487,P,20200422T0914
487,J,20200422T0915
487,H,20200422T0916
487,A,20200422T0917
487,E,20200422T0918
487,P,20200422T0919
487,G,20200422T0920
487,K,20200422T0921
487,B,20200422T0922
487,K,20200422T0923
487,E,20200422T0924
487,K,20200422T0925
487,B,20200422T0926
488,M,20200422T0900
488,M,20200422T0901
488,M,20200422T0902
488,D,20200422T0903
488,L,20200422T0904
488,I,20200422T0905
488,B,20200422T0906
488,A,20200422T0907
488,N,20200422T0908
488,L,20200422T0909
488,O,20200422T0910
488,G,20200422T0911
488,D,20200422T0912
488,A,20200422T0913
488,P,20200422T0914
488,J,20200422T0915
488,H,20200422T0916
488,A,20200422T0917
488,E,20200422T0918
488,P,20200422T0919
488,G,20200422T0920
488,K,20200422T0921
488,B,20200422T0922
488,K,20200422T0923
488,E,20200422T0924
488,K,20200422T0925
488,B,20200422T0926
489,M,20200422T0900
489,M,20200422T0901
489,M,20200422T0902
489,D,20200422T0903
489,L,20200422T0904
489,I,20200422T0905
489,B,20200422T0906
489,A,20200422T0907
489,N,20200422T0908
489,L,20200422T0909
489,O,20200422T0910
489,G,20200422T0911
489,D,20200422T0912
489,A,20200422T0913
489,P,20200422T0914
489,J,20200422T0915
489,H,20200422T0916
489,A,20200422T0917
489,E,20200422T0918
489,P,20200422T0919
489,G,20200422T0920
489,K,20200422T0921
489,B,20200422T0922
489,K,20200422T0923
489,E,20200422T0924
489,K,20200422T0925
489,B,20200422T0926
490,M,20200422T0900
490,M,20200422T0901
490,M,20200422T0902
490,D,20200422T0903
490,L,20200422T0904
490,I,20200422T0905
490,B,20200422T0906
490,A,20200422T0907
490,N,20200422T0908
490,L,20200422T0909
490,O,20200422T0910
490,G,20200422T0911
490,D,20200422T0912
490,A,20200422T0913
490,P,20200422T0914
490,J,20200422T0915
490,H,20200422T0916
490,A,20200422T0917
490,E,20200422T0918
490,P,20200422T0919
490,G,20200422T0920
490,K,20200422T0921
490,B,20200422T0922
490,K,20200422T0923
490,E,20200422T0924
490,K,20200422T0925
490,B,20200422T0926
491,M,20200422T0900
491,M,20200422T0901
491,M,20200422T0902
491,D,20200422T0903
491,L,20200422T0904
491,I,20200422T0905
491,B,20200422T0906
491,A,20200422T0907
491,N,20200422T0908
491,L,20200422T0909
491,O,20200422T0910
491,G,20200422T0911
491,D,20200422T0912
491,A,20200422T0913
491,P,20200422T0914
491,J,20200422T0915
491,H,20200422T0916
491,A,20200422T0917
491,E,20200422T0918
491,P,20200422T0919
491,G,20200422T0920
491,K,20200422T0921
491,B,20200422T0922
491,K,20200422T0923
491,E,20200422T0924
491,K,20200422T0925
491,B,20200422T0926
492,M,20200422T0900
492,M,20200422T0901
492,M,20200422T0902
492,D,20200422T0903
492,L,20200422T0904
492,I,20200422T0905
492,B,20200422T0906
492,A,20200422T0907
492,N,20200422T0908
492,L,20200422T0909
492,O,20200422T0910
492,G,20200422T0911
492,D,20200422T0912
492,A,20200422T0913
492,P,20200422T0914
492,J,20200422T0915
492,H,20200422T0916
492,A,20200422T0917
492,E,20200422T0918
492,P,20200422T0919
492,G,20200422T0920
492,K,20200422T0921
492,B,20200422T0922
492,K,20200422T0923
492,E,20200422T0924
492,K,20200422T0925
492,B,20200422T0926
493,M,20200422T0900
493,M,20200422T0901
493,M,20200422T0902
493,D,20200422T0903
493,L,20200422T0904
493,I,20200422T0905
493,B,20200422T0906
493,A,20200422T0907
493,N,20200422T0908
493,L,20200422T0909
493,O,20200422T0910
493,G,20200422T0911
493,D,20200422T0912
493,A,20200422T0913
493,P,20200422T0914
493,J,20200422T0915
493,H,20200422T0916
493,A,20200422T0917
493,E,20200422T0918
493,P,20200422T0919
493,G,20200422T0920
493,K,20200422T0921
493,B,20200422T0922
493,K,20200422T0923
493,E,20200422T0924
493,K,20200422T0925
493,B,20200422T0926
494,M,20200422T0900
494,M,20200422T0901
494,M,20200422T0902
494,D,20200422T0903
494,L,20200422T0904
494,I,20200422T0905
494,B,20200422T0906
494,A,20200422T0907
494,N,20200422T0908
494,L,20200422T0909
494,O,20200422T0910
494,G,20200422T0911
494,D,20200422T0912
494,A,20200422T0913
494,P,20200422T0914
494,J,20200422T0915
494,H,20200422T0916
494,A,20200422T0917
494,E,20200422T0918
494,P,20200422T0919
494,G,20200422T0920
494,K,20200422T0921
494,B,20200422T0922
494,K,20200422T0923
494,E,20200422T0924
494,K,20200422T0925
494,B,20200422T0926
495,M,20200422T0900
495,M,20200422T0901
495,M,20200422T0902
495,D,20200422T0903
495,L,20200422T0904
495,I,20200422T0905
495,B,20200422T0906
495,A,20200422T0907
495,N,20200422T0908
495,L,20200422T0909
495,O,20200422T0910
495,G,20200422T0911
495,D,20200422T0912
495,A,20200422T0913
495,P,20200422T0914
495,J,20200422T0915
495,H,20200422T0916
495,A,20200422T0917
495,E,20200422T0918
495,P,20200422T0919
495,G,20200422T0920
495,K,20200422T0921
495,B,20200422T0922
495,K,20200422T0923
495,E,20200422T0924
495,K,20200422T0925
495,B,20200422T0926
496,M,20200422T0900
496,M,20200422T0901
496,M,20200422T0902
496,D,20200422T0903
496,L,20200422T0904
496,I,20200422T0905
496,B,20200422T0906
496,A,20200422T0907
496,N,20200422T0908
496,L,20200422T0909
496,O,20200422T0910
496,G,20200422T0911
496,D,20200422T0912
496,A,20200422T0913
496,P,20200422T0914
496,J,20200422T0915
496,H,20200422T0916
496,A,20200422T0917
496,E,20200422T0918
496,P,20200422T0919
496,G,20200422T0920
496,K,20200422T0921
496,B,20200422T0922
496,K,20200422T0923
496,E,20200422T0924
496,K,20200422T0925
496,B,20200422T0926
497,M,20200422T0900
497,M,20200422T0901
497,M,20200422T0902
497,D,20200422T0903
497,L,20200422T0904
497,I,20200422T0905
497,B,20200422T0906
497,A,20200422T0907
497,N,20200422T0908
497,L,20200422T0909
497,O,20200422T0910
497,G,20200422T0911
497,D,20200422T0912
497,A,20200422T0913
497,P,20200422T0914
497,J,20200422T0915
497,H,20200422T0916
497,A,20200422T0917
497,E,20200422T0918
497,P,20200422T0919
497,G,20200422T0920
497,K,20200422T0921
497,B,20200422T0922
497,K,20200422T0923
497,E,20200422T0924
497,K,20200422T0925
497,B,20200422T0926
498,M,20200422T0900
498,M,20200422T0901
498,M,20200422T0902
498,D,20200422T0903
498,L,20200422T0904
498,I,20200422T0905
498,B,20200422T0906
498,A,20200422T0907
498,N,20200422T0908
498,L,20200422T0909
498,O,20200422T0910
498,G,20200422T0911
498,D,20200422T0912
498,A,20200422T0913
498,P,20200422T0914
498,J,20200422T0915
498,H,20200422T0916
498,A,20200422T0917
498,E,20200422T0918
498,P,20200422T0919
498,G,20200422T0920
498,K,20200422T0921
498,B,20200422T0922
498,K,20200422T0923
498,E,20200422T0924
498,K,20200422T0925
498,B,20200422T0926
499,M,20200422T0900
499,M,20200422T0901
499,M,20200422T0902
499,D,20200422T0903
499,L,20200422T0904
499,I,20200422T0905
499,B,20200422T0906
499,A,20200422T0907
499,N,20200422T0908
499,L,20200422T0909
499,O,20200422T0910
499,G,20200422T0911
499,D,20200422T0912
499,A,20200422T0913
499,P,20200422T0914
499,J,20200422T0915
499,H,20200422T0916
499,A,20200422T0917
499,E,20200422T0918
499,P,20200422T0919
499,G,20200422T0920
499,K,20200422T0921
499,B,20200422T0922
499,K,20200422T0923
499,E,20200422T0924
499,K,20200422T0925
499,B,20200422T0926
500,M,20200422T0900
500,M,20200422T0901
500,M,20200422T0902
500,D,20200422T0903
500,L,20200422T0904
500,I,20200422T0905
500,B,20200422T0906
500,A,20200422T0907
500,N,20200422T0908
500,L,20200422T0909
500,O,20200422T0910
500,G,20200422T0911
500,D,20200422T0912
500,A,20200422T0913
500,P,20200422T0914
500,J,20200422T0915
500,H,20200422T0916
500,A,20200422T0917
500,E,20200422T0918
500,P,20200422T0919
500,G,20200422T0920
500,K,20200422T0921
500,B,20200422T0922
500,K,20200422T0923
500,E,20200422T0924
500,K,20200422T0925
500,B,20200422T0926
501,M,20200422T0900
501,M,20200422T0901
501,M,20200422T0902
501,D,20200422T0903
501,L,20200422T0904
501,I,20200422T0905
501,B,20200422T0906
501,A,20200422T0907
501,N,20200422T0908
501,L,20200422T0909
501,O,20200422T0910
501,G,20200422T0911
501,D,20200422T0912
501,A,20200422T0913
501,P,20200422T0914
501,J,20200422T0915
501,H,20200422T0916
501,A,20200422T0917
501,E,20200422T0918
501,P,20200422T0919
501,G,20200422T0920
501,K,20200422T0921
501,B,20200422T0922
501,K,20200422T0923
501,E,20200422T0924
501,K,20200422T0925
501,B,20200422T0926
502,M,20200422T0900
502,M,20200422T0901
502,M,20200422T0902
502,D,20200422T0903
502,L,20200422T0904
502,I,20200422T0905
502,B,20200422T0906
502,A,20200422T0907
502,N,20200422T0908
502,L,20200422T0909
502,O,20200422T0910
502,G,20200422T0911
502,D,20200422T0912
502,A,20200422T0913
502,P,20200422T0914
502,J,20200422T0915
502,H,20200422T0916
502,A,20200422T0917
502,E,20200422T0918
502,P,20200422T0919
502,G,20200422T0920
502,K,20200422T0921
502,B,20200422T0922
502,K,20200422T0923
502,E,20200422T0924
502,K,20200422T0925
502,B,20200422T0926
503,M,20200422T0900
503,M,20200422T0901
503,M,20200422T0902
503,D,20200422T0903
503,L,20200422T0904
503,I,20200422T0905
503,B,20200422T0906
503,A,20200422T0907
503,N,20200422T0908
503,L,20200422T0909
503,O,20200422T0910
503,G,20200422T0911
503,D,20200422T0912
503,A,20200422T0913
503,P,20200422T0914
503,J,20200422T0915
503,H,20200422T0916
503,A,20200422T0917
503,E,20200422T0918
503,P,20200422T0919
503,G,20200422T0920
503,K,20200422T0921
503,B,20200422T0922
503,K,20200422T0923
503,E,20200422T0924
503,K,20200422T0925
503,B,20200422T0926
504,M,20200422T0900
504,M,20200422T0901
504,M,20200422T0902
504,D,20200422T0903
504,L,20200422T0904
504,I,20200422T0905
504,B,20200422T0906
504,A,20200422T0907
504,N,20200422T0908
504,L,20200422T0909
504,O,20200422T0910
504,G,20200422T0911
504,D,20200422T0912
504,A,20200422T0913
504,P,20200422T0914
504,J,20200422T0915
504,H,20200422T0916
504,A,20200422T0917
504,E,20200422T0918
504,P,20200422T0919
504,G,20200422T0920
504,K,20200422T0921
504,B,20200422T0922
504,K,20200422T0923
504,E,20200422T0924
504,K,20200422T0925
504,B,20200422T0926
505,M,20200422T0900
505,M,20200422T0901
505,M,20200422T0902
505,D,20200422T0903
505,L,20200422T0904
505,I,20200422T0905
505,B,20200422T0906
505,A,20200422T0907
505,N,20200422T0908
505,L,20200422T0909
505,O,20200422T0910
505,G,20200422T0911
505,D,20200422T0912
505,A,20200422T0913
505,P,20200422T0914
505,J,20200422T0915
505,H,20200422T0916
505,A,20200422T0917
505,E,20200422T0918
505,P,20200422T0919
505,G,20200422T0920
505,K,20200422T0921
505,B,20200422T0922
505,K,20200422T0923
505,E,20200422T0924
505,K,20200422T0925
505,B,20200422T0926
506,M,20200422T0900
506,M,20200422T0901
506,M,20200422T0902
506,D,20200422T0903
506,L,20200422T0904
506,I,20200422T0905
506,B,20200422T0906
506,A,20200422T0907
506,N,20200422T0908
506,L,20200422T0909
506,O,20200422T0910
506,G,20200422T0911
506,D,20200422T0912
506,A,20200422T0913
506,P,20200422T0914
506,J,20200422T0915
506,H,20200422T0916
506,A,20200422T0917
506,E,20200422T0918
506,P,20200422T0919
506,G,20200422T0920
506,K,20200422T0921
506,B,20200422T0922
506,K,20200422T0923
506,E,20200422T0924
506,K,20200422T0925
506,B,20200422T0926
507,M,20200422T0900
507,M,20200422T0901
507,M,20200422T0902
507,D,20200422T0903
507,L,20200422T0904
507,I,20200422T0905
507,B,20200422T0906
507,A,20200422T0907
507,N,20200422T0908
507,L,20200422T0909
507,O,20200422T0910
507,G,20200422T0911
507,D,20200422T0912
507,A,20200422T0913
507,P,20200422T0914
507,J,20200422T0915
507,H,20200422T0916
507,A,20200422T0917
507,E,20200422T0918
507,P,20200422T0919
507,G,20200422T0920
507,K,20200422T0921
507,B,20200422T0922
507,K,20200422T0923
507,E,20200422T0924
507,K,20200422T0925
507,B,20200422T0926
508,M,20200422T0900
508,M,20200422T0901
508,M,20200422T0902
508,D,20200422T0903
508,L,20200422T0904
508,I,20200422T0905
508,B,20200422T0906
508,A,20200422T0907
508,N,20200422T0908
508,L,20200422T0909
508,O,20200422T0910
